Levee System ID,Annual Probability of Failing Prior to Overtopping,Overtopping Return Period,Levee Quality Factor
1305000617.0,0.000650411332188382,1000.0,0.225
1305000623.0,0.00296308347091909,50.0,1.138
1305000624.0,0.00296308347091909,50.0,1.138
1305000625.0,0.0271408333333333,5.0,1.153
1305000626.0,0.00296308347091909,50.0,1.138
1305000627.0,0.00296308347091909,50.0,1.138
1305000628.0,0.00296308347091909,50.0,1.138
1305000629.0,0.00296308347091909,50.0,1.138
1305000630.0,0.00238082864759169,75.0,1.016
1305000633.0,0.00205954218835898,100.0,0.907
1305000634.0,0.0271408333333333,5.0,1.153
1305000635.0,0.0009327983901517,100.0,0.919
1305000636.0,0.00517378150251021,20.0,1.153
1305000669.0,0.00296308347091909,50.0,1.138
1305100365.0,0.000650411332188382,1000.0,0.225
1305200365.0,0.000650411332188382,1000.0,0.225
1405000005.0,0.000650411332188382,1000.0,0.225
1405000008.0,0.00296022632806195,50.0,1.138
1405000010.0,0.00205954218835898,100.0,0.907
1405000011.0,0.000650411332188382,1000.0,0.225
1405000013.0,0.00205954218835898,100.0,0.907
1405000015.0,0.00296308347091909,50.0,1.138
1405000028.0,0.00296308347091909,50.0,1.138
1405000029.0,0.00296308347091909,50.0,1.138
1405000036.0,0.00205954218835898,100.0,0.907
1405000041.0,0.00205954218835898,100.0,0.907
1405000048.0,0.00296308347091909,50.0,1.138
1405000056.0,0.000650411332188382,1000.0,0.225
1405000057.0,0.000650411332188382,1000.0,0.225
1405000058.0,0.00296308347091909,50.0,1.138
1405000060.0,0.000650411332188382,1000.0,0.225
1405000061.0,0.0009327983901517,100.0,0.919
1405000063.0,0.000915238754477,500.0,0.358
1405000066.0,0.00296308347091909,50.0,1.138
1405000068.0,0.00296308347091909,50.0,1.138
1405000069.0,0.00205954218835898,100.0,0.907
1405000080.0,0.0009327983901517,100.0,0.919
1405000105.0,0.00296308347091909,50.0,1.138
1405000108.0,0.00296308347091909,50.0,1.138
1405000112.0,0.000650411332188382,1000.0,0.225
1405000113.0,0.000650411332188382,1000.0,0.225
1405000114.0,0.00296308347091909,50.0,1.138
1405000116.0,0.000650411332188382,1000.0,0.225
1405000124.0,0.0009327983901517,100.0,0.919
1405000125.0,0.00296308347091909,50.0,1.138
1405000127.0,0.00128463567752154,250.0,0.559
1405000129.0,0.0009327983901517,100.0,0.919
1405000130.0,0.00972591269841269,10.0,1.153
1405000134.0,0.00205954218835898,100.0,0.907
1405000135.0,0.00296022632806195,50.0,1.138
1405000137.0,0.00296308347091909,50.0,1.138
1405000138.0,0.00296308347091909,50.0,1.138
1405000139.0,0.00296308347091909,50.0,1.138
1405000142.0,0.00296308347091909,50.0,1.138
1405000147.0,0.000915238754477,500.0,0.358
1405000148.0,0.00296308347091909,50.0,1.138
1405000174.0,0.00296022632806195,50.0,1.138
1405000186.0,0.000915238754477,500.0,0.358
1405000199.0,0.00972591269841269,10.0,1.153
1405000200.0,0.00296308347091909,50.0,1.138
1405000202.0,0.00296308347091909,50.0,1.138
1405000203.0,0.00296308347091909,50.0,1.138
1405000204.0,0.00296022632806195,50.0,1.138
1405000208.0,0.00296308347091909,50.0,1.138
1405000209.0,0.00972591269841269,10.0,1.153
1405000211.0,0.00205954218835898,100.0,0.907
1405000212.0,0.00205954218835898,100.0,0.907
1405000213.0,0.00296308347091909,50.0,1.138
1405000219.0,0.00296308347091909,50.0,1.138
1405000220.0,0.00296308347091909,50.0,1.138
1405000226.0,0.00296308347091909,50.0,1.138
1405000228.0,0.00296308347091909,50.0,1.138
1405000229.0,0.00296308347091909,50.0,1.138
1405000231.0,0.00205954218835898,100.0,0.907
1405000233.0,0.00296308347091909,50.0,1.138
1405000234.0,0.00296308347091909,50.0,1.138
1405000236.0,0.0271408333333333,5.0,1.153
1405000237.0,0.00296308347091909,50.0,1.138
1405000241.0,0.00144023723957437,200.0,0.638
1405000242.0,0.00205954218835898,100.0,0.907
1405000251.0,0.000650411332188382,1000.0,0.225
1405000516.0,0.000650411332188382,1000.0,0.225
1405000532.0,0.00296308347091909,50.0,1.138
1405000533.0,0.00517378150251021,20.0,1.153
1405000557.0,0.00205954218835898,100.0,0.907
1405000569.0,0.00972591269841269,10.0,1.153
1405000570.0,0.00296022632806195,50.0,1.138
1405000571.0,0.00296308347091909,50.0,1.138
1405000741.0,0.00296308347091909,50.0,1.138
1405000743.0,0.000915238754477,500.0,0.358
1405000746.0,0.000650411332188382,1000.0,0.225
1405000747.0,0.000650411332188382,1000.0,0.225
1405000748.0,0.00128463567752154,250.0,0.559
1405000750.0,0.00296308347091909,50.0,1.138
1405000752.0,0.00296022632806195,50.0,1.138
1405000753.0,0.00238082864759169,75.0,1.016
1405000754.0,0.00296308347091909,50.0,1.138
1405000755.0,0.000650411332188382,1000.0,0.225
1405000757.0,0.00296308347091909,50.0,1.138
1405000758.0,0.00296308347091909,50.0,1.138
1405000759.0,0.00296308347091909,50.0,1.138
1405000761.0,0.00205954218835898,100.0,0.907
1405000779.0,0.00296308347091909,50.0,1.138
1405000780.0,0.000650411332188382,1000.0,0.225
1405000782.0,0.0271408333333333,5.0,1.153
1405000793.0,0.00296308347091909,50.0,1.138
1405000795.0,0.000650411332188382,1000.0,0.225
1405000808.0,0.00296308347091909,50.0,1.138
1405000817.0,0.00296308347091909,50.0,1.138
1405000818.0,0.00296308347091909,50.0,1.138
1405000819.0,0.00296308347091909,50.0,1.138
1405000820.0,0.00296308347091909,50.0,1.138
1405000821.0,0.00296308347091909,50.0,1.138
1405000822.0,0.00296308347091909,50.0,1.138
1405000823.0,0.00296308347091909,50.0,1.138
1405000824.0,0.00296308347091909,50.0,1.138
1405000825.0,0.00296308347091909,50.0,1.138
1405000826.0,0.0271408333333333,5.0,1.153
1405000829.0,0.00296308347091909,50.0,1.138
1405000830.0,0.0271408333333333,5.0,1.153
1405000833.0,0.00296308347091909,50.0,1.138
1405000838.0,0.00296308347091909,50.0,1.138
1405000839.0,0.000650411332188382,1000.0,0.225
1405000841.0,0.00972591269841269,10.0,1.153
1405000850.0,0.000650411332188382,1000.0,0.225
1405000851.0,0.000915238754477,500.0,0.358
1405000873.0,0.000650411332188382,1000.0,0.225
1405000891.0,0.0271408333333333,5.0,1.153
1405000893.0,0.00517378150251021,20.0,1.153
1405000919.0,0.00296308347091909,50.0,1.138
1405000947.0,0.00296308347091909,50.0,1.138
1405000953.0,0.00205954218835898,100.0,0.907
1405000954.0,0.00205954218835898,100.0,0.907
1405000955.0,0.00205954218835898,100.0,0.907
1405000957.0,0.00205954218835898,100.0,0.907
1405100907.0,0.00517378150251021,20.0,1.153
1405200006.0,0.00205954218835898,100.0,0.907
1405200007.0,0.00296308347091909,50.0,1.138
1405200010.0,0.000915238754477,500.0,0.358
1405200011.0,0.0009327983901517,100.0,0.919
1405200015.0,0.00205954218835898,100.0,0.907
1405200017.0,0.00296022632806195,50.0,1.138
1405200021.0,0.00296308347091909,50.0,1.138
1405200026.0,0.00296308347091909,50.0,1.138
1405200027.0,0.00296308347091909,50.0,1.138
1405200028.0,0.00296308347091909,50.0,1.138
1405200034.0,0.00296308347091909,50.0,1.138
1405200044.0,0.00972591269841269,10.0,1.153
1405200049.0,0.000650411332188382,1000.0,0.225
1405200051.0,0.000650411332188382,1000.0,0.225
1405200053.0,0.00296308347091909,50.0,1.138
1405200056.0,0.0271408333333333,5.0,1.153
1405200061.0,0.00296308347091909,50.0,1.138
1405200065.0,0.00296308347091909,50.0,1.138
1405200066.0,0.00296308347091909,50.0,1.138
1405200072.0,0.0271408333333333,5.0,1.153
1405200074.0,0.00296022632806195,50.0,1.138
1405200083.0,0.000650411332188382,1000.0,0.225
1405200084.0,0.000650411332188382,1000.0,0.225
1405200089.0,0.00296308347091909,50.0,1.138
1405200907.0,0.00972591269841269,10.0,1.153
1405250006.0,0.000650411332188382,1000.0,0.225
1405250011.0,0.000650411332188382,1000.0,0.225
1405250014.0,0.00296308347091909,50.0,1.138
1405250016.0,0.00296308347091909,50.0,1.138
1405250017.0,0.00972591269841269,10.0,1.153
1505000004.0,0.0271408333333333,5.0,1.153
1505000005.0,0.00296308347091909,50.0,1.138
1505000014.0,0.00205954218835898,100.0,0.907
1505000015.0,0.00296022632806195,50.0,1.138
1505000018.0,0.00296308347091909,50.0,1.138
1505000021.0,0.00296308347091909,50.0,1.138
1505000032.0,0.00296308347091909,50.0,1.138
1505000033.0,0.00296308347091909,50.0,1.138
1505000034.0,0.00296308347091909,50.0,1.138
1505000036.0,0.00296308347091909,50.0,1.138
1505000038.0,0.00205954218835898,100.0,0.907
1505000042.0,0.00205954218835898,100.0,0.907
1505000045.0,0.00296308347091909,50.0,1.138
1505000046.0,0.00296308347091909,50.0,1.138
1505000049.0,0.00205954218835898,100.0,0.907
1505000057.0,0.00205954218835898,100.0,0.907
1505000058.0,0.00296308347091909,50.0,1.138
1505000060.0,0.00296308347091909,50.0,1.138
1505000062.0,0.00296308347091909,50.0,1.138
1505000063.0,0.00296308347091909,50.0,1.138
1505000067.0,0.00205954218835898,100.0,0.907
1505000068.0,0.00296308347091909,50.0,1.138
1505000069.0,0.000650411332188382,1000.0,0.225
1505000070.0,0.00296308347091909,50.0,1.138
1505000071.0,0.00296308347091909,50.0,1.138
1505000072.0,0.000650411332188382,1000.0,0.225
1505000074.0,0.00296308347091909,50.0,1.138
1505000077.0,0.00296308347091909,50.0,1.138
1505000084.0,0.00205954218835898,100.0,0.907
1505000085.0,0.00205954218835898,100.0,0.907
1505000089.0,0.00296308347091909,50.0,1.138
1505000090.0,0.00296308347091909,50.0,1.138
1505000092.0,0.00296308347091909,50.0,1.138
1505000126.0,0.00296308347091909,50.0,1.138
1505000156.0,0.00296308347091909,50.0,1.138
1505000157.0,0.00296308347091909,50.0,1.138
1505000158.0,0.00296308347091909,50.0,1.138
1505000159.0,0.00296308347091909,50.0,1.138
1505000160.0,0.00296308347091909,50.0,1.138
1505000161.0,0.00205954218835898,100.0,0.907
1505000164.0,0.00296308347091909,50.0,1.138
1505000173.0,0.00296308347091909,50.0,1.138
1505000177.0,0.00296308347091909,50.0,1.138
1505000178.0,0.0009327983901517,100.0,0.919
1505000179.0,0.00296308347091909,50.0,1.138
1505000181.0,0.000650411332188382,1000.0,0.225
1505000184.0,0.000915238754477,500.0,0.358
1505000185.0,0.00296308347091909,50.0,1.138
1505000186.0,0.000650411332188382,1000.0,0.225
1505000189.0,0.00296308347091909,50.0,1.138
1505000190.0,0.000650411332188382,1000.0,0.225
1505000191.0,0.00296308347091909,50.0,1.138
1505000192.0,0.00296308347091909,50.0,1.138
1505000193.0,0.00296308347091909,50.0,1.138
1505000196.0,0.00296308347091909,50.0,1.138
1505000217.0,0.00296308347091909,50.0,1.138
1505000218.0,0.00296308347091909,50.0,1.138
1505000234.0,0.00296308347091909,50.0,1.138
1505000236.0,0.00296308347091909,50.0,1.138
1505000237.0,0.00296308347091909,50.0,1.138
1505000238.0,0.00296308347091909,50.0,1.138
1505000242.0,0.00296308347091909,50.0,1.138
1505000250.0,0.00296308347091909,50.0,1.138
1505000251.0,0.00296308347091909,50.0,1.138
1505000252.0,0.00296308347091909,50.0,1.138
1505000253.0,0.00296308347091909,50.0,1.138
1505000254.0,0.00296308347091909,50.0,1.138
1505000255.0,0.00296308347091909,50.0,1.138
1505000256.0,0.00296308347091909,50.0,1.138
1505000257.0,0.00296308347091909,50.0,1.138
1505000258.0,0.00296308347091909,50.0,1.138
1505000260.0,0.00296308347091909,50.0,1.138
1505000268.0,0.0009327983901517,100.0,0.919
1505000281.0,0.00296308347091909,50.0,1.138
1505000282.0,0.00296308347091909,50.0,1.138
1505000285.0,0.00296308347091909,50.0,1.138
1505000293.0,0.00296308347091909,50.0,1.138
1505000294.0,0.00296308347091909,50.0,1.138
1505000295.0,0.00296308347091909,50.0,1.138
1505000296.0,0.00296308347091909,50.0,1.138
1505000297.0,0.00296308347091909,50.0,1.138
1505000298.0,0.00296308347091909,50.0,1.138
1505000300.0,0.00296308347091909,50.0,1.138
1505000301.0,0.00296308347091909,50.0,1.138
1505000302.0,0.00296308347091909,50.0,1.138
1505000303.0,0.00296308347091909,50.0,1.138
1505000304.0,0.00296308347091909,50.0,1.138
1505000311.0,0.00205954218835898,100.0,0.907
1505000312.0,0.00205954218835898,100.0,0.907
1505000314.0,0.00238082864759169,75.0,1.016
1505000316.0,0.000650411332188382,1000.0,0.225
1505000317.0,0.000650411332188382,1000.0,0.225
1505000318.0,0.00205954218835898,100.0,0.907
1505000319.0,0.00205954218835898,100.0,0.907
1505000321.0,0.00128463567752154,250.0,0.559
1505000345.0,0.00296308347091909,50.0,1.138
1505000351.0,0.00296308347091909,50.0,1.138
1505000352.0,0.00296308347091909,50.0,1.138
1505000356.0,0.0009327983901517,100.0,0.919
1505000360.0,0.00296308347091909,50.0,1.138
1505000363.0,0.00205954218835898,100.0,0.907
1505000364.0,0.00296308347091909,50.0,1.138
1505000368.0,0.00238082864759169,75.0,1.016
1505000380.0,0.000650411332188382,1000.0,0.225
1505000381.0,0.000650411332188382,1000.0,0.225
1505000382.0,0.00296022632806195,50.0,1.138
1505000394.0,0.000650411332188382,1000.0,0.225
1505000401.0,0.00296308347091909,50.0,1.138
1505000402.0,0.0009327983901517,100.0,0.919
1505000421.0,0.0009327983901517,100.0,0.919
1505000422.0,0.00296308347091909,50.0,1.138
1505000425.0,0.00238082864759169,75.0,1.016
1505000461.0,0.00205954218835898,100.0,0.907
1505000462.0,0.00296308347091909,50.0,1.138
1505000471.0,0.00296308347091909,50.0,1.138
1505000486.0,0.000650411332188382,1000.0,0.225
1505000487.0,0.00296308347091909,50.0,1.138
1505000488.0,0.00296308347091909,50.0,1.138
1505000497.0,0.00296308347091909,50.0,1.138
1505000506.0,0.00296308347091909,50.0,1.138
1505000508.0,0.00296308347091909,50.0,1.138
1505000513.0,0.00296308347091909,50.0,1.138
1505000524.0,0.00205954218835898,100.0,0.907
1505000527.0,0.00296308347091909,50.0,1.138
1505000530.0,0.00296308347091909,50.0,1.138
1505000534.0,0.00296308347091909,50.0,1.138
1505000535.0,0.00296022632806195,50.0,1.138
1505000536.0,0.00296308347091909,50.0,1.138
1505000537.0,0.00296308347091909,50.0,1.138
1505000538.0,0.00296308347091909,50.0,1.138
1505000542.0,0.00205954218835898,100.0,0.907
1505000543.0,0.00296308347091909,50.0,1.138
1505000544.0,0.00296308347091909,50.0,1.138
1505000545.0,0.00296308347091909,50.0,1.138
1505000549.0,0.00205954218835898,100.0,0.907
1505000552.0,0.000650411332188382,1000.0,0.225
1505000561.0,0.00205954218835898,100.0,0.907
1505000562.0,0.000650411332188382,1000.0,0.225
1505000567.0,0.0271408333333333,5.0,1.153
1505000579.0,0.00296308347091909,50.0,1.138
1505000584.0,0.00296308347091909,50.0,1.138
1505000598.0,0.0009327983901517,100.0,0.919
1505000605.0,0.00296308347091909,50.0,1.138
1505000640.0,0.00296308347091909,50.0,1.138
1505000706.0,0.00296308347091909,50.0,1.138
1505000707.0,0.00205954218835898,100.0,0.907
1505000724.0,0.00296308347091909,50.0,1.138
1505000727.0,0.00296308347091909,50.0,1.138
1505000728.0,0.00296308347091909,50.0,1.138
1505000729.0,0.00296308347091909,50.0,1.138
1505000730.0,0.00296308347091909,50.0,1.138
1505000731.0,0.00296308347091909,50.0,1.138
1505000732.0,0.00296308347091909,50.0,1.138
1505000735.0,0.00205954218835898,100.0,0.907
1505000737.0,0.00296308347091909,50.0,1.138
1505000738.0,0.00296308347091909,50.0,1.138
1505000739.0,0.00296308347091909,50.0,1.138
1505000740.0,0.00296308347091909,50.0,1.138
1505000741.0,0.00205954218835898,100.0,0.907
1505000745.0,0.00296308347091909,50.0,1.138
1505000746.0,0.0009327983901517,100.0,0.919
1505000747.0,0.00296308347091909,50.0,1.138
1505000748.0,0.00205954218835898,100.0,0.907
1505000749.0,0.00296308347091909,50.0,1.138
1505000750.0,0.00296308347091909,50.0,1.138
1505000759.0,0.00296308347091909,50.0,1.138
1505000760.0,0.00296308347091909,50.0,1.138
1505000780.0,0.00205954218835898,100.0,0.907
1505000781.0,0.00296308347091909,50.0,1.138
1505000782.0,0.00205954218835898,100.0,0.907
1505000783.0,0.00205954218835898,100.0,0.907
1505000791.0,0.00296308347091909,50.0,1.138
